,Age,Sex,Pclass,Fare,SibSp,Parch,Embarked,Survived
447,34.0,0,1,26.55,0,0,0,1
448,5.0,1,3,19.2583,2,1,1,1
449,52.0,0,1,30.5,0,0,0,1
450,36.0,0,2,27.75,1,2,0,0
451,24.0,0,3,19.9667,1,0,0,0
452,30.0,0,1,27.75,0,0,1,0
453,49.0,0,1,89.1042,1,0,1,1
454,24.0,0,3,8.05,0,0,0,0
455,29.0,0,3,7.8958,0,0,1,1
456,65.0,0,1,26.55,0,0,0,0
457,38.0,1,1,51.8625,1,0,0,1
458,50.0,1,2,10.5,0,0,0,1
459,24.0,0,3,7.75,0,0,2,0
460,48.0,0,1,26.55,0,0,0,1
461,34.0,0,3,8.05,0,0,0,0
462,47.0,0,1,38.5,0,0,0,0
463,48.0,0,2,13.0,0,0,0,0
464,24.0,0,3,8.05,0,0,0,0
465,38.0,0,3,7.05,0,0,0,0
466,30.0,0,2,0.0,0,0,0,0
467,56.0,0,1,26.55,0,0,0,0
468,24.0,0,3,7.725,0,0,2,0
469,0.75,1,3,19.2583,2,1,1,1
470,24.0,0,3,7.25,0,0,0,0
471,38.0,0,3,8.6625,0,0,0,0
472,33.0,1,2,27.75,1,2,0,1
473,23.0,1,2,13.7917,0,0,1,1
474,22.0,1,3,9.8375,0,0,0,0
475,38.0,0,1,52.0,0,0,0,0
476,34.0,0,2,21.0,1,0,0,0
477,29.0,0,3,7.0458,1,0,0,0
478,22.0,0,3,7.5208,0,0,0,0
479,2.0,1,3,12.2875,0,1,0,1
480,9.0,0,3,46.9,5,2,0,0
481,30.0,0,2,0.0,0,0,0,0
482,50.0,0,3,8.05,0,0,0,0
483,63.0,1,3,9.5875,0,0,0,1
484,25.0,0,1,91.0792,1,0,1,1
485,24.0,1,3,25.4667,3,1,0,0
486,35.0,1,1,90.0,1,0,0,1
487,58.0,0,1,29.7,0,0,1,0
488,30.0,0,3,8.05,0,0,0,0
489,9.0,0,3,15.9,1,1,0,1
490,24.0,0,3,19.9667,1,0,0,0
491,21.0,0,3,7.25,0,0,0,0
492,55.0,0,1,30.5,0,0,0,0
493,71.0,0,1,49.5042,0,0,1,0
494,21.0,0,3,8.05,0,0,0,0
495,24.0,0,3,14.4583,0,0,1,0
496,54.0,1,1,78.2667,1,0,1,1
497,24.0,0,3,15.1,0,0,0,0
498,25.0,1,1,151.55,1,2,0,0
499,24.0,0,3,7.7958,0,0,0,0
500,17.0,0,3,8.6625,0,0,0,0
501,21.0,1,3,7.75,0,0,2,0
502,24.0,1,3,7.6292,0,0,2,0
503,37.0,1,3,9.5875,0,0,0,0
504,16.0,1,1,86.5,0,0,0,1
505,18.0,0,1,108.9,1,0,1,0
506,33.0,1,2,26.0,0,2,0,1
507,38.0,0,1,26.55,0,0,0,1
508,28.0,0,3,22.525,0,0,0,0
509,26.0,0,3,56.4958,0,0,0,1
510,29.0,0,3,7.75,0,0,2,1
511,24.0,0,3,8.05,0,0,0,0
512,36.0,0,1,26.2875,0,0,0,1
513,54.0,1,1,59.4,1,0,1,1
514,24.0,0,3,7.4958,0,0,0,0
515,47.0,0,1,34.0208,0,0,0,0
516,34.0,1,2,10.5,0,0,0,1
517,24.0,0,3,24.15,0,0,2,0
518,36.0,1,2,26.0,1,0,0,1
519,32.0,0,3,7.8958,0,0,0,0
520,30.0,1,1,93.5,0,0,0,1
521,22.0,0,3,7.8958,0,0,0,0
522,24.0,0,3,7.225,0,0,1,0
523,44.0,1,1,57.9792,0,1,1,1
524,24.0,0,3,7.2292,0,0,1,0
525,40.5,0,3,7.75,0,0,2,0
526,50.0,1,2,10.5,0,0,0,1
527,38.0,0,1,221.7792,0,0,0,0
528,39.0,0,3,7.925,0,0,0,0
529,23.0,0,2,11.5,2,1,0,0
530,2.0,1,2,26.0,1,1,0,1
531,24.0,0,3,7.2292,0,0,1,0
532,17.0,0,3,7.2292,1,1,1,0
533,24.0,1,3,22.3583,0,2,1,1
534,30.0,1,3,8.6625,0,0,0,0
535,7.0,1,2,26.25,0,2,0,1
536,45.0,0,1,26.55,0,0,0,0
537,30.0,1,1,106.425,0,0,1,1
538,24.0,0,3,14.5,0,0,0,0
539,22.0,1,1,49.5,0,2,1,1
540,36.0,1,1,71.0,0,2,0,1
541,9.0,1,3,31.275,4,2,0,0
542,11.0,1,3,31.275,4,2,0,0
543,32.0,0,2,26.0,1,0,0,1
544,50.0,0,1,106.425,1,0,1,0
545,64.0,0,1,26.0,0,0,0,0
546,19.0,1,2,26.0,1,0,0,1
547,30.0,0,2,13.8625,0,0,1,1
548,33.0,0,3,20.525,1,1,0,0
549,8.0,0,2,36.75,1,1,0,1
550,17.0,0,1,110.8833,0,2,1,1
551,27.0,0,2,26.0,0,0,0,0
552,24.0,0,3,7.8292,0,0,2,0
553,22.0,0,3,7.225,0,0,1,1
554,22.0,1,3,7.775,0,0,0,1
555,62.0,0,1,26.55,0,0,0,0
556,48.0,1,1,39.6,1,0,1,1
557,38.0,0,1,227.525,0,0,1,0
558,39.0,1,1,79.65,1,1,0,1
559,36.0,1,3,17.4,1,0,0,1
560,24.0,0,3,7.75,0,0,2,0
561,40.0,0,3,7.8958,0,0,0,0
562,28.0,0,2,13.5,0,0,0,0
563,24.0,0,3,8.05,0,0,0,0
564,24.0,1,3,8.05,0,0,0,0
565,24.0,0,3,24.15,2,0,0,0
566,19.0,0,3,7.8958,0,0,0,0
567,29.0,1,3,21.075,0,4,0,0
568,24.0,0,3,7.2292,0,0,1,0
569,32.0,0,3,7.8542,0,0,0,1
570,62.0,0,2,10.5,0,0,0,1
571,53.0,1,1,51.4792,2,0,0,1
572,36.0,0,1,26.3875,0,0,0,1
573,24.0,1,3,7.75,0,0,2,1
574,16.0,0,3,8.05,0,0,0,0
575,19.0,0,3,14.5,0,0,0,0
576,34.0,1,2,13.0,0,0,0,1
577,39.0,1,1,55.9,1,0,0,1
578,24.0,1,3,14.4583,1,0,1,0
579,32.0,0,3,7.925,0,0,0,1
580,25.0,1,2,30.0,1,1,0,1
581,39.0,1,1,110.8833,1,1,1,1
582,54.0,0,2,26.0,0,0,0,0
583,36.0,0,1,40.125,0,0,1,0
584,24.0,0,3,8.7125,0,0,1,0
585,18.0,1,1,79.65,0,2,0,1
586,47.0,0,2,15.0,0,0,0,0
587,60.0,0,1,79.2,1,1,1,1
588,22.0,0,3,8.05,0,0,0,0
589,24.0,0,3,8.05,0,0,0,0
590,35.0,0,3,7.125,0,0,0,0
591,52.0,1,1,78.2667,1,0,1,1
592,47.0,0,3,7.25,0,0,0,0
593,24.0,1,3,7.75,0,2,2,0
594,37.0,0,2,26.0,1,0,0,0
595,36.0,0,3,24.15,1,1,0,0
596,30.0,1,2,33.0,0,0,0,1
597,49.0,0,3,0.0,0,0,0,0
598,24.0,0,3,7.225,0,0,1,0
599,49.0,0,1,56.9292,1,0,1,1
600,24.0,1,2,27.0,2,1,0,1
601,24.0,0,3,7.8958,0,0,0,0
602,38.0,0,1,42.4,0,0,0,0
603,44.0,0,3,8.05,0,0,0,0
604,35.0,0,1,26.55,0,0,1,1
605,36.0,0,3,15.55,1,0,0,0
606,30.0,0,3,7.8958,0,0,0,0
607,27.0,0,1,30.5,0,0,0,1
608,22.0,1,2,41.5792,1,2,1,1
609,40.0,1,1,153.4625,0,0,0,1
610,39.0,1,3,31.275,1,5,0,0
611,24.0,0,3,7.05,0,0,0,0
612,24.0,1,3,15.5,1,0,2,1
613,24.0,0,3,7.75,0,0,2,0
614,35.0,0,3,8.05,0,0,0,0
615,24.0,1,2,65.0,1,2,0,1
616,34.0,0,3,14.4,1,1,0,0
617,26.0,1,3,16.1,1,0,0,0
618,4.0,1,2,39.0,2,1,0,1
619,26.0,0,2,10.5,0,0,0,0
620,27.0,0,3,14.4542,1,0,1,0
621,42.0,0,1,52.5542,1,0,0,1
622,20.0,0,3,15.7417,1,1,1,1
623,21.0,0,3,7.8542,0,0,0,0
624,21.0,0,3,16.1,0,0,0,0
625,61.0,0,1,32.3208,0,0,0,0
626,57.0,0,2,12.35,0,0,2,0
627,21.0,1,1,77.9583,0,0,0,1
628,26.0,0,3,7.8958,0,0,0,0
629,24.0,0,3,7.7333,0,0,2,0
630,80.0,0,1,30.0,0,0,0,1
631,51.0,0,3,7.0542,0,0,0,0
632,32.0,0,1,30.5,0,0,1,1
633,38.0,0,1,0.0,0,0,0,0
634,9.0,1,3,27.9,3,2,0,0
635,28.0,1,2,13.0,0,0,0,1
636,32.0,0,3,7.925,0,0,0,0
637,31.0,0,2,26.25,1,1,0,0
638,41.0,1,3,39.6875,0,5,0,0
639,24.0,0,3,16.1,1,0,0,0
640,20.0,0,3,7.8542,0,0,0,0
641,24.0,1,1,69.3,0,0,1,1
642,2.0,1,3,27.9,3,2,0,0
643,24.0,0,3,56.4958,0,0,0,1
644,0.75,1,3,19.2583,2,1,1,1
645,48.0,0,1,76.7292,1,0,1,1
646,19.0,0,3,7.8958,0,0,0,0
647,56.0,0,1,35.5,0,0,1,1
648,24.0,0,3,7.55,0,0,0,0
649,23.0,1,3,7.55,0,0,0,1
650,24.0,0,3,7.8958,0,0,0,0
651,18.0,1,2,23.0,0,1,0,1
652,21.0,0,3,8.4333,0,0,0,0
653,24.0,1,3,7.8292,0,0,2,1
654,18.0,1,3,6.75,0,0,2,0
655,24.0,0,2,73.5,2,0,0,0
656,24.0,0,3,7.8958,0,0,0,0
657,32.0,1,3,15.5,1,1,2,0
658,23.0,0,2,13.0,0,0,0,0
659,58.0,0,1,113.275,0,2,1,0
660,50.0,0,1,133.65,2,0,0,1
661,40.0,0,3,7.225,0,0,1,0
662,47.0,0,1,25.5875,0,0,0,0
663,36.0,0,3,7.4958,0,0,0,0
664,20.0,0,3,7.925,1,0,0,1
665,32.0,0,2,73.5,2,0,0,0
666,25.0,0,2,13.0,0,0,0,0
667,24.0,0,3,7.775,0,0,0,0
668,43.0,0,3,8.05,0,0,0,0
669,38.0,1,1,52.0,1,0,0,1
670,40.0,1,2,39.0,1,1,0,1
671,31.0,0,1,52.0,1,0,0,0
672,70.0,0,2,10.5,0,0,0,0
673,31.0,0,2,13.0,0,0,0,1
674,30.0,0,2,0.0,0,0,0,0
675,18.0,0,3,7.775,0,0,0,0
676,24.5,0,3,8.05,0,0,0,0
677,18.0,1,3,9.8417,0,0,0,1
678,43.0,1,3,46.9,1,6,0,0
679,36.0,0,1,512.3292,0,1,1,1
680,24.0,1,3,8.1375,0,0,2,0
681,27.0,0,1,76.7292,0,0,1,1
682,20.0,0,3,9.225,0,0,0,0
683,14.0,0,3,46.9,5,2,0,0
684,60.0,0,2,39.0,1,1,0,0
685,25.0,0,2,41.5792,1,2,1,0
686,14.0,0,3,39.6875,4,1,0,0
687,19.0,0,3,10.1708,0,0,0,0
688,18.0,0,3,7.7958,0,0,0,0
689,15.0,1,1,211.3375,0,1,0,1
690,31.0,0,1,57.0,1,0,0,1
691,4.0,1,3,13.4167,0,1,1,1
692,24.0,0,3,56.4958,0,0,0,1
693,25.0,0,3,7.225,0,0,1,0
694,60.0,0,1,26.55,0,0,0,0
695,52.0,0,2,13.5,0,0,0,0
696,44.0,0,3,8.05,0,0,0,0
697,24.0,1,3,7.7333,0,0,2,1
698,49.0,0,1,110.8833,1,1,1,0
699,42.0,0,3,7.65,0,0,0,0
700,18.0,1,1,227.525,1,0,1,1
701,35.0,0,1,26.2875,0,0,0,1
702,18.0,1,3,14.4542,0,1,1,0
703,25.0,0,3,7.7417,0,0,2,0
704,26.0,0,3,7.8542,1,0,0,0
705,39.0,0,2,26.0,0,0,0,0
706,45.0,1,2,13.5,0,0,0,1
707,42.0,0,1,26.2875,0,0,0,1
708,22.0,1,1,151.55,0,0,0,1
709,24.0,0,3,15.2458,1,1,1,1
710,24.0,1,1,49.5042,0,0,1,1
711,38.0,0,1,26.55,0,0,0,0
712,48.0,0,1,52.0,1,0,0,1
713,29.0,0,3,9.4833,0,0,0,0
714,52.0,0,2,13.0,0,0,0,0
715,19.0,0,3,7.65,0,0,0,0
716,38.0,1,1,227.525,0,0,1,1
717,27.0,1,2,10.5,0,0,0,1
718,24.0,0,3,15.5,0,0,2,0
719,33.0,0,3,7.775,0,0,0,0
720,6.0,1,2,33.0,0,1,0,1
721,17.0,0,3,7.0542,1,0,0,0
722,34.0,0,2,13.0,0,0,0,0
723,50.0,0,2,13.0,0,0,0,0
724,27.0,0,1,53.1,1,0,0,1
725,20.0,0,3,8.6625,0,0,0,0
726,30.0,1,2,21.0,3,0,0,1
727,24.0,1,3,7.7375,0,0,2,1
728,25.0,0,2,26.0,1,0,0,0
729,25.0,1,3,7.925,1,0,0,0
730,29.0,1,1,211.3375,0,0,0,1
731,11.0,0,3,18.7875,0,0,1,0
732,30.0,0,2,0.0,0,0,0,0
733,23.0,0,2,13.0,0,0,0,0
734,23.0,0,2,13.0,0,0,0,0
735,28.5,0,3,16.1,0,0,0,0
736,48.0,1,3,34.375,1,3,0,0
737,35.0,0,1,512.3292,0,0,1,1
738,24.0,0,3,7.8958,0,0,0,0
739,24.0,0,3,7.8958,0,0,0,0
740,38.0,0,1,30.0,0,0,0,1
741,36.0,0,1,78.85,1,0,0,0
742,21.0,1,1,262.375,2,2,1,1
743,24.0,0,3,16.1,1,0,0,0
744,31.0,0,3,7.925,0,0,0,1
745,70.0,0,1,71.0,1,1,0,0
746,16.0,0,3,20.25,1,1,0,0
747,30.0,1,2,13.0,0,0,0,1
748,19.0,0,1,53.1,1,0,0,0
749,31.0,0,3,7.75,0,0,2,0
750,4.0,1,2,23.0,1,1,0,1
751,6.0,0,3,12.475,0,1,0,1
752,33.0,0,3,9.5,0,0,0,0
753,23.0,0,3,7.8958,0,0,0,0
754,48.0,1,2,65.0,1,2,0,1
755,0.67,0,2,14.5,1,1,0,1
756,28.0,0,3,7.7958,0,0,0,0
757,18.0,0,2,11.5,0,0,0,0
758,34.0,0,3,8.05,0,0,0,0
759,33.0,1,1,86.5,0,0,0,1
760,24.0,0,3,14.5,0,0,0,0
761,41.0,0,3,7.125,0,0,0,0
762,20.0,0,3,7.2292,0,0,1,1
763,36.0,1,1,120.0,1,2,0,1
764,16.0,0,3,7.775,0,0,0,0
765,51.0,1,1,77.9583,1,0,0,1
766,38.0,0,1,39.6,0,0,1,0
767,30.5,1,3,7.75,0,0,2,0
768,24.0,0,3,24.15,1,0,2,0
769,32.0,0,3,8.3625,0,0,0,0
770,24.0,0,3,9.5,0,0,0,0
771,48.0,0,3,7.8542,0,0,0,0
772,57.0,1,2,10.5,0,0,0,0
773,24.0,0,3,7.225,0,0,1,0
774,54.0,1,2,23.0,1,3,0,1
775,18.0,0,3,7.75,0,0,0,0
776,24.0,0,3,7.75,0,0,2,0
777,5.0,1,3,12.475,0,0,0,1
778,24.0,0,3,7.7375,0,0,2,0
779,43.0,1,1,211.3375,0,1,0,1
780,13.0,1,3,7.2292,0,0,1,1
781,17.0,1,1,57.0,1,0,0,1
782,29.0,0,1,30.0,0,0,0,0
783,24.0,0,3,23.45,1,2,0,0
784,25.0,0,3,7.05,0,0,0,0
785,25.0,0,3,7.25,0,0,0,0
786,18.0,1,3,7.4958,0,0,0,1
787,8.0,0,3,29.125,4,1,2,0
788,1.0,0,3,20.575,1,2,0,1
789,46.0,0,1,79.2,0,0,1,0
790,24.0,0,3,7.75,0,0,2,0
791,16.0,0,2,26.0,0,0,0,0
792,24.0,1,3,69.55,8,2,0,0
793,38.0,0,1,30.6958,0,0,1,0
794,25.0,0,3,7.8958,0,0,0,0
795,39.0,0,2,13.0,0,0,0,0
796,49.0,1,1,25.9292,0,0,0,1
797,31.0,1,3,8.6833,0,0,0,1
798,30.0,0,3,7.2292,0,0,1,0
799,30.0,1,3,24.15,1,1,0,0
800,34.0,0,2,13.0,0,0,0,0
801,31.0,1,2,26.25,1,1,0,1
802,11.0,0,1,120.0,1,2,0,1
803,0.42,0,3,8.5167,0,1,1,1
804,27.0,0,3,6.975,0,0,0,1
805,31.0,0,3,7.775,0,0,0,0
806,39.0,0,1,0.0,0,0,0,0
807,18.0,1,3,7.775,0,0,0,0
808,39.0,0,2,13.0,0,0,0,0
809,33.0,1,1,53.1,1,0,0,1
810,26.0,0,3,7.8875,0,0,0,0
811,39.0,0,3,24.15,0,0,0,0
812,35.0,0,2,10.5,0,0,0,0
813,6.0,1,3,31.275,4,2,0,0
814,30.5,0,3,8.05,0,0,0,0
815,38.0,0,1,0.0,0,0,0,0
816,23.0,1,3,7.925,0,0,0,0
817,31.0,0,2,37.0042,1,1,1,0
818,43.0,0,3,6.45,0,0,0,0
819,10.0,0,3,27.9,3,2,0,0
820,52.0,1,1,93.5,1,1,0,1
821,27.0,0,3,8.6625,0,0,0,1
822,38.0,0,1,0.0,0,0,0,0
823,27.0,1,3,12.475,0,1,0,1
824,2.0,0,3,39.6875,4,1,0,0
825,24.0,0,3,6.95,0,0,2,0
826,24.0,0,3,56.4958,0,0,0,0
827,1.0,0,2,37.0042,0,2,1,1
828,24.0,0,3,7.75,0,0,2,1
829,62.0,1,1,80.0,0,0,0,1
830,15.0,1,3,14.4542,1,0,1,1
831,0.83,0,2,18.75,1,1,0,1
832,24.0,0,3,7.2292,0,0,1,0
833,23.0,0,3,7.8542,0,0,0,0
834,18.0,0,3,8.3,0,0,0,0
835,39.0,1,1,83.1583,1,1,1,1
836,21.0,0,3,8.6625,0,0,0,0
837,24.0,0,3,8.05,0,0,0,0
838,32.0,0,3,56.4958,0,0,0,1
839,38.0,0,1,29.7,0,0,1,1
840,20.0,0,3,7.925,0,0,0,0
841,16.0,0,2,10.5,0,0,0,0
842,30.0,1,1,31.0,0,0,1,1
843,34.5,0,3,6.4375,0,0,1,0
844,17.0,0,3,8.6625,0,0,0,0
845,42.0,0,3,7.55,0,0,0,0
846,24.0,0,3,69.55,8,2,0,0
847,35.0,0,3,7.8958,0,0,1,0
848,28.0,0,2,33.0,0,1,0,0
849,38.0,1,1,89.1042,1,0,1,1
850,4.0,0,3,31.275,4,2,0,0
851,74.0,0,3,7.775,0,0,0,0
852,9.0,1,3,15.2458,1,1,1,0
853,16.0,1,1,39.4,0,1,0,1
854,44.0,1,2,26.0,1,0,0,0
855,18.0,1,3,9.35,0,1,0,1
856,45.0,1,1,164.8667,1,1,0,1
857,51.0,0,1,26.55,0,0,0,1
858,24.0,1,3,19.2583,0,3,1,1
859,24.0,0,3,7.2292,0,0,1,0
860,41.0,0,3,14.1083,2,0,0,0
861,21.0,0,2,11.5,1,0,0,0
862,48.0,1,1,25.9292,0,0,0,1
863,24.0,1,3,69.55,8,2,0,0
864,24.0,0,2,13.0,0,0,0,0
865,42.0,1,2,13.0,0,0,0,1
866,27.0,1,2,13.8583,1,0,1,1
867,31.0,0,1,50.4958,0,0,0,0
868,24.0,0,3,9.5,0,0,0,0
869,4.0,0,3,11.1333,1,1,0,1
870,26.0,0,3,7.8958,0,0,0,0
871,47.0,1,1,52.5542,1,1,0,1
872,33.0,0,1,5.0,0,0,0,0
873,47.0,0,3,9.0,0,0,0,0
874,28.0,1,2,24.0,1,0,1,1
875,15.0,1,3,7.225,0,0,1,1
876,20.0,0,3,9.8458,0,0,0,0
877,19.0,0,3,7.8958,0,0,0,0
878,24.0,0,3,7.8958,0,0,0,0
879,56.0,1,1,83.1583,0,1,1,1
880,25.0,1,2,26.0,0,1,0,1
881,33.0,0,3,7.8958,0,0,0,0
882,22.0,1,3,10.5167,0,0,0,0
883,28.0,0,2,10.5,0,0,0,0
884,25.0,0,3,7.05,0,0,0,0
885,39.0,1,3,29.125,0,5,2,0
886,27.0,0,2,13.0,0,0,0,0
887,19.0,1,1,30.0,0,0,0,1
888,24.0,1,3,23.45,1,2,0,0
889,26.0,0,1,30.0,0,0,1,1
890,32.0,0,3,7.75,0,0,2,0
